id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
2619,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
2620,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,0,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.2,2,7,2,6,5,66.67,3,False
2621,3,3,6,0,4,2,0.25,2,2.0,2,1.0,8,1,0,2,1,14.88,5.25,410.22,0.03,20,0.19,22.79,78.14,0.5,1,2,8,0.2,7,13,6,9,10,75.0,8,False
2622,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1.0,0,0,4,0.25,4,6,4,5,4,50.0,2,False
2623,3,1,3,0,4,2,0.4,2,2.0,1,0.5,6,1,0,2,3,12.14,5.33,345.2,0.02,17,0.19,19.18,64.73,0.5,1,2,6,0.29,8,9,6,8,7,60.0,5,False
2624,5,2,4,4,8,3,0.6,4,2.0,2,0.67,11,1,0,1,1,11.72,6.0,421.94,0.02,18,0.17,23.44,70.32,0.33,2,4,10,0.27,8,10,6,9,11,88.89,5,False
2625,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,1.0,0,0,3,0.5,3,9,2,8,2,0.0,1,False
2626,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2627,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2628,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2629,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,3,0.2,3,6,2,5,5,66.67,3,False
2630,7,4,6,0,12,4,0.57,6,2.0,4,1.0,22,1,0,1,1,12.38,20.0,4951.76,0.08,54,0.05,275.1,247.59,0.25,3,6,20,0.44,24,30,9,15,9,85.71,7,False
2631,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.25,2,5,2,5,4,50.0,2,False
2632,1,4,5,1,0,1,0.14,0,0.0,1,1.0,5,1,0,2,9,41.19,2.18,196.05,0.03,23,0.46,10.89,89.86,1.0,0,0,6,0.06,12,11,11,4,17,75.0,7,False
2633,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,0.25,3,5,3,5,4,50.0,2,False
2634,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.5,1,3,1,3,2,0.0,0,False
2635,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,2,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1.0,0,0,2,0.2,4,5,4,3,5,66.67,3,False
2636,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,3,0.5,2,0,2,0,2,0.0,1,False
2637,5,3,21,3,8,3,0.12,4,2.0,1,0.33,13,1,0,4,2,28.25,18.42,9580.18,0.17,105,0.05,532.23,520.19,0.33,2,4,12,0.1,51,54,18,13,30,85.71,25,False
2638,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
2639,5,0,1,0,6,3,1.5,2,3.0,1,0.33,8,3,1,1,1,7.52,7.88,466.26,0.02,16,0.13,25.9,59.21,1.0,2,3,7,0.75,7,9,4,9,4,50.0,2,False
2640,1,3,2,0,0,1,0.33,0,0.0,1,1.0,5,1,0,1,1,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,1.0,0,0,6,0.2,7,10,6,6,5,66.67,3,False
2641,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,2,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,1.0,0,0,4,0.25,4,7,4,6,4,50.0,2,False
2642,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,1,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,1.0,0,0,2,0.2,4,7,3,4,5,66.67,3,False
2643,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2644,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2645,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,3,1.0,1,0,1,0,1,0.0,0,False
2646,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,0,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,1.0,0,0,4,0.25,2,5,2,4,4,50.0,2,False
2647,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,0,8.0,1.0,8.0,0.0,4,1.0,0.44,8.0,1.0,0,0,3,0.33,2,2,2,2,3,0.0,1,False
2648,1,0,2,1,0,1,0.33,0,0.0,1,1.0,1,1,0,1,1,9.29,1.5,20.9,0.0,6,0.67,1.16,13.93,1.0,0,0,2,0.17,2,4,2,3,6,75.0,3,False
2649,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False
2650,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2651,5,1,7,0,8,3,0.33,4,2.0,2,0.67,10,1,0,2,3,19.46,4.5,394.06,0.03,23,0.22,21.89,87.57,0.33,2,4,9,0.25,9,14,7,7,12,77.78,9,False
2652,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2653,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.25,3,6,3,6,4,66.67,3,False
2654,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,1,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,0.33,2,1,2,1,3,0.0,1,False
2655,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,1.0,0,0,3,0.25,4,5,4,4,4,50.0,2,False
2656,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2657,13,2,34,8,18,7,0.2,6,3.0,1,0.14,28,7,1,1,5,27.18,61.56,103003.28,0.56,341,0.02,5722.4,1673.25,1.0,6,9,23,0.15,161,180,17,13,47,97.67,35,False
2658,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2659,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,1,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,0.33,2,1,2,1,3,0.0,1,False
2660,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2661,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,3,1.0,0,0,0,0,1,0.0,0,False
2662,3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80.0,5,False
2663,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,3,0.5,2,0,2,0,2,0.0,1,False
2664,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,1.0,0,0,3,0.5,3,9,2,8,2,0.0,1,False
2665,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.25,2,4,2,4,4,50.0,2,False
2666,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2667,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,1,9.06,3.5,110.95,0.01,10,0.29,6.16,31.7,1.0,0,0,3,0.2,2,8,2,7,5,66.67,3,False
2668,5,4,3,0,8,3,0.75,4,2.0,3,1.0,16,1,0,1,3,24.0,5.83,816.67,0.05,35,0.17,45.37,140.0,0.33,2,4,15,0.5,15,20,9,7,6,75.0,4,False
2669,1,1,3,0,0,1,0.25,0,0.0,1,1.0,2,1,0,1,11,37.53,3.0,337.76,0.04,27,0.33,18.76,112.59,1.0,0,0,3,0.17,12,15,12,6,6,75.0,4,False
2670,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2671,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,0.25,3,5,3,5,4,50.0,2,False
2672,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
2673,7,4,8,0,12,4,0.4,6,2.0,4,1.0,18,1,0,2,0,14.11,15.17,3246.47,0.07,48,0.07,180.36,214.05,0.25,3,6,16,0.33,21,27,9,13,12,80.0,10,False
2674,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2675,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,1,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,1.0,0,0,4,0.25,3,5,3,4,4,50.0,2,False
2676,1,0,1,2,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,2,0.17,1,5,1,5,6,75.0,2,False
2677,7,3,6,0,12,4,0.5,6,2.0,3,0.75,16,1,0,2,2,21.69,6.13,813.61,0.04,34,0.16,45.2,132.83,0.25,3,6,14,0.36,14,20,8,7,11,75.0,8,False
2678,1,4,4,0,0,1,0.2,0,0.0,1,1.0,6,1,0,1,0,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,1.0,0,0,7,0.14,4,7,4,5,7,80.0,5,False
2679,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,21.0,0.67,9.33,0.0,7,1.5,0.52,14.0,1.0,0,0,3,0.33,4,3,3,1,3,0.0,1,False
2680,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,0,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.2,2,7,2,6,5,66.67,3,False
2681,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.33,2,4,2,4,3,50.0,2,False
2682,3,2,5,0,4,2,0.25,2,2.0,1,0.5,8,1,0,3,1,24.31,4.28,444.89,0.03,26,0.23,24.72,104.0,0.5,1,2,8,0.2,11,15,9,7,10,62.5,8,False
2683,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2684,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1.0,0,0,4,0.25,4,6,4,5,4,50.0,2,False
2685,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.25,3,6,3,6,4,50.0,2,False
2686,5,0,1,0,8,3,1.5,2,4.0,1,0.33,7,1,0,1,2,5.89,13.5,1074.15,0.03,23,0.07,59.68,79.57,0.33,3,4,6,0.75,6,17,2,9,4,50.0,2,False
2687,11,9,29,0,18,6,0.18,8,2.25,5,0.83,32,3,0,4,6,32.25,27.61,24598.68,0.3,171,0.04,1366.59,890.82,0.5,5,9,28,0.16,81,90,22,15,38,87.88,33,False
2688,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2689,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2690,1,2,3,0,0,1,0.25,0,0.0,1,1.0,3,1,0,1,1,7.18,6.75,326.92,0.02,14,0.15,18.16,48.43,1.0,0,0,4,0.17,3,11,2,9,6,75.0,4,False
2691,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.2,3,6,3,6,5,50.0,2,False
2692,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.5,2,4,2,4,2,0.0,0,False
2693,13,3,41,0,0,12,0.28,0,0.0,2,0.17,28,1,0,2,3,35.01,26.34,24289.96,0.31,161,0.04,1349.44,922.2,0.08,0,0,18,0.27,59,102,28,25,45,95.35,43,False
2694,5,2,5,0,6,3,0.43,2,3.0,3,1.0,10,3,1,2,2,16.59,5.79,555.43,0.03,24,0.17,30.86,96.0,1.0,2,3,9,0.3,9,15,7,9,10,71.43,7,False
2695,3,1,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0.5,2,3,5,0.5,5,9,4,7,4,50.0,2,False
2696,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
2697,3,0,2,0,4,2,0.67,2,2.0,1,0.5,6,1,0,1,1,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,0.5,1,2,6,0.4,4,7,4,5,5,66.67,3,False
2698,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2699,1,2,2,0,0,1,0.33,0,0.0,1,1.0,3,1,0,1,0,10.84,1.5,24.38,0.01,7,0.67,1.35,16.25,1.0,0,0,4,0.2,2,5,2,3,5,66.67,3,False
2700,5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,23,0.17,29.57,92.0,1.0,2,3,9,0.43,9,14,7,9,7,80.0,5,False
2701,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2702,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
2703,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2704,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,4,32.5,0.5,8.13,0.01,7,2.0,0.45,16.25,1.0,0,0,2,0.13,4,3,4,1,8,50.0,2,False
2705,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,3,1.0,0,0,0,0,1,0.0,0,False
2706,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2707,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2708,11,8,20,5,20,6,0.25,10,2.0,5,0.83,34,1,0,4,1,20.14,22.1,9834.5,0.15,89,0.05,546.36,445.0,0.17,5,10,30,0.19,39,50,15,17,31,86.21,24,False
2709,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2710,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1.0,0,0,3,0.33,3,8,3,7,3,50.0,2,False
2711,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
2712,1,0,3,0,0,1,0.25,0,0.0,1,1.0,1,1,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1.0,0,0,2,0.17,4,11,3,7,6,75.0,4,False
2713,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,11.65,4.0,186.42,0.02,13,0.25,10.36,46.6,1.0,0,0,3,0.25,4,9,4,8,4,50.0,2,False
2714,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,3,0.33,0,0,0,0,3,0.0,1,False
2715,3,2,6,1,4,2,0.22,2,2.0,1,0.5,7,1,0,3,2,11.06,11.14,1372.69,0.04,29,0.09,76.26,123.19,0.5,1,2,7,0.17,13,16,7,12,12,70.0,9,False
2716,5,3,9,1,8,3,0.25,4,2.0,3,1.0,15,1,0,3,1,10.22,20.64,4353.75,0.07,46,0.05,241.87,210.91,0.33,2,4,14,0.2,17,29,7,17,15,76.92,12,False
2717,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.33,2,5,2,5,3,50.0,2,False
2718,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,2,1.0,1,5,1,5,1,0.0,0,False
2719,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.2,3,6,3,6,5,50.0,2,False
2720,5,5,8,0,6,3,0.33,2,3.0,3,1.0,11,3,1,1,2,19.9,8.18,1332.39,0.05,36,0.12,74.02,162.85,1.0,2,3,10,0.25,15,21,11,12,12,88.89,9,False
2721,25,10,36,0,44,13,0.32,20,2.2,11,0.85,62,12,0,5,2,33.96,29.93,30428.36,0.34,191,0.03,1690.46,1016.49,0.92,12,22,51,0.3,81,110,23,17,44,87.8,41,False
2722,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,3,0.25,1,3,1,3,4,50.0,2,False
2723,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,1.0,0,0,3,0.25,3,6,3,5,4,50.0,2,False
2724,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1.0,0,0,3,0.25,4,6,4,5,4,50.0,2,False
2725,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2726,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2727,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,3,0.2,3,6,2,5,5,66.67,3,False
2728,3,2,3,1,4,2,0.5,2,2.0,2,1.0,6,1,0,1,2,14.52,5.79,486.0,0.03,21,0.17,27.0,84.0,0.5,1,2,6,0.29,9,12,7,9,7,80.0,4,False
2729,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,6.03,3.0,54.28,0.01,7,0.33,3.02,18.09,1.0,0,0,2,0.25,3,4,2,4,4,50.0,2,False
2730,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2731,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2732,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,11.18,5.63,353.85,0.02,17,0.18,19.66,62.91,1.0,0,0,3,0.2,5,12,4,9,5,50.0,2,False
2733,15,9,87,26,28,8,0.09,14,2.0,5,0.63,64,1,0,6,0,219.58,27.98,171850.8,2.05,935,0.04,9547.27,6142.81,0.13,7,14,58,0.07,387,548,83,12,121,94.96,93,False
2734,1,4,7,2,0,1,0.11,0,0.0,1,1.0,8,1,0,2,4,79.73,2.31,424.62,0.06,46,0.43,23.59,184.0,1.0,0,0,9,0.07,20,26,13,3,15,81.82,9,False
2735,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,0,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.2,2,7,2,6,5,66.67,3,False
2736,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.5,2,3,2,3,2,0.0,0,False
2737,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,2,0.25,3,6,3,6,4,50.0,2,False
2738,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,1.0,1,4,1,4,1,0.0,0,False
2739,5,3,6,0,8,3,0.43,4,2.0,3,1.0,15,1,0,1,1,13.75,16.0,3521.25,0.07,48,0.06,195.63,220.08,0.33,2,4,14,0.33,16,32,8,16,9,85.71,7,False
2740,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,3,0.25,2,6,2,6,4,50.0,2,False
2741,1,3,6,2,0,1,0.13,0,0.0,1,1.0,7,1,0,2,4,44.47,3.12,434.29,0.05,34,0.32,24.13,138.97,1.0,0,0,8,0.07,15,19,12,5,14,80.0,8,False
2742,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
2743,7,6,26,1,12,4,0.13,6,2.0,4,1.0,21,4,1,4,5,31.4,18.47,10714.74,0.19,116,0.05,595.26,580.0,1.0,3,6,19,0.12,54,62,19,13,34,87.1,30,False
2744,3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,False
2745,1,4,3,0,0,1,0.25,0,0.0,1,1.0,6,1,0,1,0,4.29,7.0,210.0,0.01,10,0.14,11.67,30.0,1.0,0,0,7,0.17,2,8,1,7,6,75.0,4,False
2746,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,2,1.0,2,6,2,6,1,0.0,0,False
2747,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,10.38,4.0,166.05,0.01,12,0.25,9.23,41.51,1.0,0,0,3,0.33,3,9,3,8,3,50.0,2,False
2748,3,1,7,0,4,2,0.22,2,2.0,2,1.0,8,1,0,2,4,13.18,10.93,1573.71,0.05,36,0.09,87.43,144.0,0.5,1,2,8,0.14,17,19,7,9,14,77.78,9,False
