loc,vg,evg,ivg,n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects,id
33.14048203069362,3.3243974616329757,2.394638476979785,1.9297589846531902,128.7024101534681,709.1561131813795,0.07535120507673405,13.221598138962584,54.29845345075482,9318.25031070906,0.23605361523020216,517.6761283727255,24,0,6,0,14.92975898465319,30.605361523020214,74.56192812277448,54.14048203069362,5.648794923265951,True,18054
46.93117594299878,7.0,4.310391980999592,5.379216038000816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True,18055
63.24527099073008,21.18870501986412,19.18870501986412,7.679247001324274,294.4339760105942,1757.7068045747546,0.03,32.76678882720579,53.736426899097765,57544.217915213645,0.587169880052971,3196.9030393157586,46,5,9,0,22.35849400264855,40.43397601059419,176.35849400264854,118.07548200794565,41.37741003972824,True,18056
60.072926706458766,6.0182316766146915,1.0,5.765952717037855,163.97265248507796,912.023833082371,0.057477210404231635,18.519450826709352,49.7018639277528,16808.717857404885,0.3073860520211582,933.8196057213374,42,1,12,0,16.495442080846328,30.972652485077962,95.49544208084633,68.47721040423164,11.036463353229383,True,18057
25.867315273897518,4.066342363051241,3.4796108356614885,2.4132684726102482,54.58673152738975,245.49798490384413,0.10586731527389752,9.339440073770202,26.309330370053402,2291.841973661916,0.08,127.32403539364148,18,0,2,0,10.586731527389752,12.0,33.34692610955901,21.239805417830745,7.1326847261024815,True,18058
11.0,1.0,1.0,1.0,24.0,91.38,0.22,4.5,20.31,411.19,0.03,22.84,6,0,0,0,7.0,7.0,15.0,9.0,1.0,True,18059
32.45173756110536,7.624605099748781,5.574763059849269,3.4252369401507314,126.70094776060293,653.8476207287661,0.04,26.24240959598345,25.252392107808483,17045.34177535526,0.21900315920200975,946.9616268474036,26,0,4,0,19.0,17.325552860351706,82.09968407979902,48.2757108204522,14.249210199497561,True,18060
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,True,18061
57.0,9.640117402245446,5.159295586527328,5.920352206736336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,18.28023480449089,True,18062
53.183719618508725,6.183719618508723,3.122479745672482,3.1837196185087233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True,18063
40.73749908349371,2.0678568809982023,1.0,2.0678568809982023,101.6017853214973,502.4457892808045,0.11466071559500898,8.728410623944379,57.70739387053696,4381.59302111565,0.164660715595009,243.42035633109444,26,0,10,0,9.398214678502697,21.796429357005394,60.9321431190018,40.6696422024955,3.135713761996404,True,18064
153.9392192618892,10.060780738110786,5.444572541281243,9.6567286889034,455.1704827840171,3074.8832395362706,0.06595947950792615,14.973276225511842,211.43276905465774,45337.69734573666,1.0249464672060797,2518.7589771588673,124,1,23,3,13.020260246036928,94.53516721268183,234.0298139332898,221.1406688507273,19.121561476221572,True,18065
106.8154007889193,12.125446275218353,5.188169412827531,9.125446275218353,289.066293339356,1768.4646204441467,0.03,34.77409730102372,50.94242003471867,61454.79679129563,0.592822541192413,3414.154961123396,76,16,10,0,25.031361568804588,44.40770039445965,165.8467623577239,123.21953098163212,22.282254119241294,True,18066
108.8054665950559,13.659461725742812,4.681076548514377,11.978385177228434,437.6973924811981,2723.028011121349,0.03,31.667993291801277,86.69189519906753,85865.70731158578,0.9061623208019969,4770.317698998927,98,3,6,13,18.532422234157348,56.510807411385784,241.8270814178275,195.8703110633706,26.318923451485624,True,18067
68.63293388047104,5.26586776094209,2.2658677609420894,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.53173552188418,True,18068
69.1377963202986,14.740388884653186,7.961555538612744,5.740388884653186,228.09935185891135,1265.9500834413436,0.03,38.90965018246022,32.585732042134,49217.524053864254,0.4225961111534681,2734.3077483731067,51,3,8,2,21.839740743564544,25.099351858911355,139.0,89.09935185891136,27.221166653959557,True,18069
22.39387072404373,1.9836724190836506,1.9836724190836506,1.4918362095418254,50.98367241908365,227.07778419697354,0.13491836209541827,7.342102497698612,31.11989441440732,1662.6523038740436,0.07491836209541826,92.36567447767969,10,4,4,0,9.0,12.967344838167302,30.01632758091635,20.9673448381673,2.967344838167301,True,18070
24.629714087337003,2.1889142262011014,1.0,1.9370285912662997,89.1259428174674,418.93193124209677,0.040629714087337,22.37481143650652,18.72785827063761,9373.286111216807,0.14,520.7372776710395,16,0,5,0,15.811085773798899,10.188914226201101,60.11840027772819,29.007542539739205,3.377828452402203,True,18071
40.16586476158962,3.3317295231792317,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.663459046358463,True,18072
46.23241596555674,2.646483193111348,1.0,2.4309887954075657,135.4140672275546,730.1847603652354,0.1,9.807577983173362,74.49933127476926,7158.017706718806,0.24,397.67042815104475,27,1,10,4,9.861977590815131,32.50846078392648,70.13802240918487,65.27604481836974,4.292966386222696,True,18073
45.93132722309919,4.5560619271655485,1.0,3.741415902887398,137.92676987860924,750.1542988753042,0.061853539757218495,15.263570359179738,49.193451736424215,11444.201593262464,0.25185353975721847,635.7861805499211,35,1,6,0,16.0,27.3707079514437,85.7414159028874,52.18535397572185,8.112123854331097,True,18074
190.23127434924083,18.559694499198343,10.291035784683586,11.194023856455724,679.5000669362444,4461.230338493751,0.02,54.90894815061775,81.8463633744459,244036.82457286943,1.4905225778789022,13557.601812923936,134,30,22,0,25.09701192822786,69.51494035886068,375.53731742902954,303.9627495072149,36.11938899839669,True,18075
108.36923888947942,10.636630423308544,4.0,7.454945634962815,272.284999472193,1598.1275810197944,0.036366304233085435,29.04184355536659,57.465640557377014,45291.69536197611,0.5354798902143116,2516.2089849044633,81,12,10,1,21.18021746014874,37.093043386468345,169.36923888947942,102.91576058271357,20.091576058271357,True,18076
144.2536661826496,27.6408541364156,23.4365834543376,13.436583454337601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,54.2817082728312,True,18077
24.37920380940831,2.0,1.0,1.6896019047041553,68.34402857056233,320.32334660604903,0.1137920380940831,8.964572781049977,36.25656807546052,2848.7800868740414,0.1037920380940831,158.2674759427376,17,2,2,0,9.931194285887534,16.0,39.275222856449865,29.068805714112464,3.0,True,18078
113.60166442274448,16.470555043783826,2.7194442476091645,10.751110796174663,382.0861132762992,2483.0210756288175,0.03,34.712016360784645,72.9675400293525,85324.45008175133,0.8315388955812885,4740.249049294936,88,5,14,3,26.0,64.40277876195418,213.43444531051966,168.65166796577952,30.909443539002154,True,18079
99.36738796293139,16.052308738416063,10.262770486099274,8.579076504633576,344.10216388879417,2170.2797481387684,0.02,50.61693508333617,42.8877358993007,109840.58619870964,0.7242092349536642,6102.257654457763,73,7,13,2,34.843073784751816,46.42215028938539,208.4184699073285,135.6836939814657,29.52554097219855,True,18080
19.49919502992637,1.6817450027205791,1.0,1.6817450027205791,45.09047001632347,212.23002706728417,0.14045235008161738,7.33421604534781,29.520503781966802,1541.1500274982816,0.07363490005441159,85.61735029711619,15,0,2,0,11.0,15.090470016323476,25.363490005441157,19.726980010882315,2.3634900054411583,True,18081
16.279791040678464,1.7599303468928214,1.0,1.7599303468928214,39.75993034689282,174.59890296356193,0.09759930346892821,10.32366199126539,16.95340079211347,1800.0633767958554,0.05759930346892821,100.00314288445212,9,1,3,0,12.519860693785642,8.519860693785642,25.759930346892823,14.0,2.5198606937856427,True,18082
49.60622878843764,8.898475716731445,5.0,8.898475716731445,171.2400263310727,921.5117256290116,0.05,20.520891983617567,44.89833929197999,18913.772279960103,0.31,1050.7653095670573,43,6,2,3,16.32922469282938,25.98767407848814,106.36620245736495,64.87382387370772,16.79695143346289,True,18083
100.89177335323446,6.324679940296646,3.108226646765549,3.3246799402966456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.649359880593291,True,18084
10.799931141045017,1.0,1.0,1.0,17.0,60.94,0.2,4.906668961965167,12.423327595087084,299.0361397836786,0.02,16.612674470681565,4,0,2,0,7.066689619651662,4.933310380348338,10.133379239303324,6.866620760696677,1.0,True,18085
268.6487646337133,16.67400650017754,15.339957085526072,16.67400650017754,857.2953810234723,6054.206098064128,0.033329752926742666,32.33242751566847,199.53309864028358,189275.42358100982,2.0198711053627356,10515.300940083553,158,67,33,6,18.334049414651467,115.65359818261072,463.9967776340684,393.29860338940387,32.34801300035508,True,18086
26.189701271058013,4.656910381317404,3.4379402542116027,3.218970127105801,109.62764152526961,599.4675250713397,0.052189701271058014,18.81249331569659,31.939663607979313,11264.225890545282,0.202189701271058,625.7890782308583,6,5,4,0,20.905149364470994,23.437940254211604,67.0,42.62764152526962,8.313820762634808,True,18087
23.50345018639817,4.496549813601831,1.0,3.0,54.50345018639817,264.499229877883,0.06,17.435103505591947,15.168688929168695,4611.728163842501,0.09,256.20681751768166,19,0,2,0,17.489649440805493,11.496549813601831,31.49654981360183,23.006900372796338,7.993099627203662,True,18088
35.89200872618114,3.723002181545284,1.0,3.4460043630905677,123.50701963390756,585.5000172665816,0.057230021815452836,17.652586356819377,33.281112434808115,10317.57901028907,0.1944600436309057,573.1973811211108,27,0,5,0,11.276997818454715,15.446004363090568,75.16900654463585,48.338013089271705,6.446004363090568,True,18089
109.67364471745952,14.627397840433892,11.697206013199182,5.790575481704134,518.3272309969942,3275.5636907366916,0.03534904086382644,31.746596332862005,105.79698413705694,102694.32188553223,1.0883769807318346,5705.240957476283,80,11,14,0,18.93019182723471,60.83769807318346,317.3726021595661,200.9546288374281,28.254795680867783,True,18090
43.817890202614976,6.091054898692513,3.4395640484745984,4.697018299564171,126.42385360348663,669.3032149516482,0.046514908502179146,21.501571044498796,31.284847630866324,14355.910542418702,0.22302981700435828,797.553093972429,35,1,3,1,19.045527449346256,20.348509149782085,80.42385360348663,46.0,11.182109797385026,True,18091
5.0,1.0,1.0,1.0,15.0,53.77,0.24,4.2,12.8,225.85,0.02,12.55,3,0,0,0,7.0,5.0,9.0,6.0,1.0,True,18092
25.277466611618333,2.468209515945476,1.0,1.734104757972738,79.98842863040893,383.2154637712956,0.06265895242027263,15.646359328103742,24.575661352049767,5985.570816754066,0.12531790484054525,332.5323093487469,16,0,5,0,14.67052378986369,13.468209515945476,50.92484766229988,29.063580968109047,3.936419031890952,True,18093
51.5075187596922,6.0,2.753759379846101,4.246240620153899,184.88580852711613,956.5020591100263,0.03561560155038475,30.363190764342622,31.999323361237074,28803.948225683598,0.32369360930230845,1600.2163628930164,37,5,5,0,18.384398449615254,19.630639069769153,118.63956790696221,66.2462406201539,11.0,True,18094
3.9697067735203744,1.0,1.0,1.0,10.0,33.22,0.33,3.0,11.07,99.66,0.01,5.54,2,0,0,0,6.0,4.0,6.0,4.0,1.0,True,18095
75.3302804322362,16.29357472985238,10.752289675822857,5.770642527014762,155.0,881.9371873854365,0.03,30.096329075315527,29.442112172894475,26480.188757264998,0.29311927581044284,1471.1210063940239,59,4,9,0,25.394497689103332,27.018352851191906,92.06421725686714,62.93578274313286,31.58714945970476,True,18096
98.94168414360126,19.396070028840874,17.26154372261212,4.025403483276674,526.6339655305406,3230.5008198059977,0.026218245645904158,41.842492568860614,84.39859669837702,128832.93264315264,1.0760392997115913,7157.384516549421,80,8,7,0,18.269052612457507,50.92378955016998,299.266175798717,227.36778973182368,37.79214005768175,True,18097
75.85166507657746,6.2027192145567085,1.0,4.398640392721646,102.17552706898962,528.6688276674506,0.09398640392721645,10.690352120591553,50.10351209561602,5615.525559062597,0.17195921178164938,311.97265123419277,31,7,29,0,12.601359607278354,23.601359607278354,62.16872903259785,40.00679803639177,11.006798036391771,True,18098
32.82889877388979,4.546049931882766,2.092099863765532,3.453950068117234,105.9144493869449,572.6768519279127,0.08546049931882765,11.347699555174959,50.60083498843957,6489.381100733798,0.19092099863765533,360.5218337901989,27,0,3,5,13.907900136234469,28.546049931882767,59.184199727531066,46.73024965941383,8.092099863765531,True,18099
83.18062634465014,11.409686827674932,10.409686827674932,6.590313172325068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.819373655349864,True,18100
34.88908319602275,6.869303905414441,1.0,3.803955858121662,71.3465195270722,356.9762519758357,0.059346519527072206,15.952879455381009,22.59253854247996,5663.330377089296,0.11803955858121662,314.6295016983205,19,5,5,0,17.607911716243322,14.542563668950544,45.215823432486644,26.13069609458556,12.738607810828881,True,18101
24.00856921081074,1.0085692108107407,1.0,1.0085692108107407,40.051415264864445,175.88812015394433,0.19017138421621482,5.225544010378416,33.66352382875616,919.1662167130798,0.06008569210810741,51.06865490291885,13,2,6,0,7.982861578378518,13.008569210810741,23.00856921081074,17.042846054053705,1.0171384216214814,True,18102
80.91198838630997,13.047799709657749,1.0,4.477997096577493,233.77238316014945,1324.4285243635532,0.03,37.45205605271971,35.51984089868665,49502.62882146408,0.44477997096577493,2750.1428450805315,58,8,11,0,22.761001451711255,28.04779970965775,141.43778519254522,92.33459796760424,22.238998548288745,True,18103
9.76597363972321,4.617013180138395,1.0,3.8085065900691975,28.0,112.0,0.12,8.354255197702075,13.407659736397232,935.4887125954848,0.04,51.97127598851038,7,0,0,0,9.191493409930802,6.8085065900691975,15.574480229792407,12.425519770207593,8.23402636027679,True,18104
62.6882469197671,7.50190413997945,2.1711096599520507,4.836506899965751,226.3498358798219,1186.5366911296614,0.03,36.3194589526598,33.368157607258,42677.304625152974,0.3984031517992465,2370.960535788576,50,3,3,3,17.0038082799589,21.51332897985615,138.3384110399452,88.0114248398767,14.0038082799589,True,18105
65.9196941890239,3.087166756815096,1.0,3.087166756815096,524.5750782399471,3514.8854430510455,0.10550444324246538,11.051746609602294,398.94270104735534,33337.67780640028,1.1677966540458866,1852.0910899080486,58,1,2,0,8.174333513630192,92.22236013450313,268.18321999856096,256.3918582413861,5.174333513630192,True,18106
35.0,5.0,3.0158316575459505,4.67194388584865,76.7194388584865,383.84366922292844,0.0867194388584865,11.46034268889697,33.85663324707137,4373.713961878585,0.12343887771697301,242.98352705160326,27,0,4,0,12.6561122283027,19.35971942924325,41.67194388584865,35.04749497263785,9.0,True,18107
40.91896660210033,6.081033397899669,1.0,4.081033397899669,107.0,542.4753459464762,0.05,19.66081915536756,27.5986200387398,10665.06401644601,0.18,592.5023251452743,28,3,6,1,15.0,18.621550096849504,58.216383107351156,48.783616892648844,11.162066795799339,True,18108
70.05754785165715,17.983557756669388,16.926009905012236,6.991778878334693,250.58072279506933,1421.2079398757921,0.03991778878334693,27.331576201273148,52.043522286277536,38828.563856432644,0.46917788783346925,2157.1419220185326,39,20,10,0,18.032884486661228,32.934231026677544,150.75336635004078,99.82735644502856,34.967115513338776,True,18109
71.916053533547,5.907543659211779,1.0,5.1344295740147246,189.90754365921177,1122.5322781133166,0.05,19.03007357597436,59.22980807899939,21316.613873739214,0.3709245634078822,1184.2538006365285,50,9,6,1,18.865570425985275,42.78162395953227,105.44526195527068,84.4622817039411,10.815087318423558,True,18110
199.2447478801446,35.44584949486253,24.918417373285138,15.28411171746741,631.4599224246599,3998.0471040609314,0.02,61.12929433520465,66.00390163267319,243296.59193212123,1.332166020205499,13516.47941660651,152,15,26,2,28.79747090924745,53.56822343493482,410.51335919178007,220.94656323287984,68.33754848458759,True,18111
90.04727784959505,17.795129318421438,14.779370035223087,9.921203584008246,277.3309449471654,1605.083231089795,0.03,37.25514340480783,43.110228837866,59785.80460100748,0.5312607426558681,3321.4352293460547,67,8,5,4,22.01575928319835,33.23638924797527,164.95272215040495,112.37822279676043,34.590258636842876,True,18112
163.0,5.0,1.0,5.0,840.0,5479.79,0.03,37.21,147.28,203890.96,1.83,11327.28,146,1,13,0,15.0,77.0,458.0,382.0,9.0,True,18113
43.181204675928804,6.120803117285869,3.651003896607336,5.651003896607336,139.12080311728587,757.3866965585003,0.06530200779321467,15.118389571373193,50.13751477438443,11444.76826466581,0.25530200779321466,635.8163092596446,35,1,5,0,16.0,27.53020077932147,87.12080311728587,52.0,11.241606234571737,True,18114
67.58048097580426,13.0,5.663790656637969,11.44540311445401,212.63790656637968,1218.9531550894353,0.035545968855459895,27.376239049562304,45.029414390894416,33183.73275813133,0.4032758131327594,1843.5421838754219,54,2,9,0,20.336209343362032,32.77298442772995,124.42814705428182,88.20975951209786,25.0,True,18115
