LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects,id
17,21,7,2,13,29,12,0.16406778429892616,12,2.416101313266711,8,0.6505080190602678,45,6,0.5355932942064431,68,0,85.24559619965987,32.335591841479726,89099.18499869722,0.92,419,0.03,4949.954326660727,2755.5664198965874,0.5715255099075169,8,14,35,0.11440670579355694,197,222,72,24,103,19.93917339761909,71,True,4163
14,6,1,3,2,11,3,0.07723160029765563,5,2.0,1,0.3127683997023444,13,1,0.0,48,0,98.38824104602824,18.086951385138896,31567.11114455534,0.5849223497395513,281,0.05784604996279304,1753.7279439600304,1757.2601619814905,0.32138419985117217,2,5,12,0.05184672520463826,133,147,60,16,70,10.713075629638414,51,True,4164
3,2,0,1,0,3,1,0.19444009461413858,1,1.629339640942571,1,1.0,4,1,0.0,7,0,12.382406545393197,7.629339640942571,701.409291807021,0.03185330179528714,25,0.13741320718114858,38.9645080616009,92.5611899491207,0.5926650897643573,0,1,4,0.11629339640942571,8,17,4,8,15,24.077206312603693,9,True,4165
25,16,9,3,35,32,8,0.29289277540282543,13,2.396043260257944,5,0.6802659910848078,36,3,0.2894845810954143,26,1,64.88056804523268,11.52826228689407,8412.798740663891,0.24447215864664198,128,0.08763092513427514,467.37348272900005,736.2546066995442,0.36711550622968947,9,16,29,0.09684123351236686,56,71,38,15,90,59.28048959516271,29,True,4166
7,9,3,3,7,16,5,0.09395101699095382,7,2.0790383560701478,3,0.6939510169909539,21,1,0.07903835607014757,47,0,39.042661424306935,26.154059114497382,23834.656617078188,0.31832162718552615,182,0.04239510169909538,1324.1495459374885,945.3279194940403,0.3419755084954769,4,8,18,0.06916081359276305,84,98,25,13,68,17.94179900221965,50,True,4167
17,15,1,5,10,27,8,0.30891565574003804,13,2.1112409590180268,1,0.20972891393500953,28,1,0.0,23,1,32.37715644268501,25.10890369669355,20335.15935138664,0.26589156557400384,146,0.04,1129.7278859875546,810.8489014023862,0.12232530327798859,7,13,22,0.1417831311480076,65,81,26,20,57,39.37027620522298,28,True,4168
6,1,4,0,22,0,1,0.10138681066905934,0,0.06934053345296665,1,0.9885588119802605,10,1,0.0,10,0,43.259986499775685,10.276002700044863,4566.8265608888605,0.15,96,0.09965329733273517,253.71695411545505,444.4366351661433,0.9767709212932562,0,0,11,0.0310401080017945,40,55,16,8,40,68.80030657844776,10,True,4169
44,5,6,7,26,9,3,0.09337545319332083,4,2.0,2,0.916561367016698,18,1,0.0,26,0,81.29005904876918,13.1883821842744,14035.81433831427,0.3525157949474953,182,0.07417193164916511,779.7681108028318,1066.478903222956,0.37484205052504693,2,4,17,0.03668772659666042,86,96,44,13,105,54.978665958779445,33,True,4170
5,3,1,1,1,4,2,0.1203193738666083,2,2.0,1,0.502281241904345,7,1,0.0,15,0,23.30337623801843,10.390045624838088,2514.789727366938,0.08,55,0.1,139.7116261732532,242.06627174627909,0.4992243777525227,1,2,7,0.08022812419043451,17,38,9,11,25,11.135367409976316,16,True,4171
6,5,1,1,4,6,3,0.19865823436974764,3,1.7113921876750788,1,0.6021771641036435,10,1,0.0,15,1,18.061798569425726,11.066860523627462,2165.419303966232,0.06288607812324921,44,0.09288607812324921,120.30519058536412,197.13139862780088,0.31124049219888017,1,3,9,0.11010127343137224,14,30,8,13,29,25.890276462563108,16,True,4172
6,10,1,0,1,18,5,0.24600479293220506,9,2.0,1,0.5359133367512054,23,1,0.0,22,1,43.32792927742423,16.255623808473384,11137.54316279874,0.2291421724382564,133,0.06478554310956411,618.7519376918813,691.5576079363606,0.29663618127300007,4,9,20,0.19036142226089736,62,71,24,12,30,6.240348214871593,22,True,4173
3,5,0,1,5,8,3,0.3729994999784694,4,2.0,1,0.3726394092220504,10,1,0.0,6,2,12.297445594438162,12.672885726266658,1879.0139860746515,0.05190922727859927,34,0.08318204546433212,104.38661540818859,150.31492865286393,0.32490872725706865,2,4,9,0.14681795453566787,13,20,7,13,21,53.604982499246425,8,True,4174
11,7,3,0,4,12,4,0.18686264856142903,6,2.1129797453615744,3,0.9156867571928549,16,1,0.16862648561429017,22,0,26.567125535357484,16.010630424307987,6687.148920744293,0.1433725297122858,81,0.0616862648561429,371.5067875380483,420.06599338261896,0.3764698642107176,3,6,14,0.1133725297122858,35,46,18,16,39,18.70864434740239,22,True,4175
20,13,2,2,9,25,7,0.22598978508177212,12,2.0,4,0.5940612895093673,28,1,0.0,31,0,52.713615676107565,20.22939944379722,21519.269357079505,0.3519795701635442,183,0.05,1195.5116309488612,1064.482898607106,0.13598978508177212,6,12,23,0.1159897850817721,84,98,38,18,64,28.348467762265816,33,True,4176
4,6,1,8,0,5,4,0.09459731988238267,2,2.0,2,0.48046139049987363,16,1,0.0,36,1,35.59841415720406,23.18757562673612,19127.89156852548,0.27885067002940434,162,0.04,1062.656772916401,825.0640918166915,0.24080536023523466,1,2,13,0.08114932997059567,50,112,17,16,52,20.631487657047856,45,True,4177
19,38,4,7,20,73,19,0.1953071357588322,36,2.0,2,0.13472719538464178,90,1,0.0,94,1,28.882232089105642,91.79703532490697,242852.71242043763,0.8806142715176644,467,0.01,13491.813485818831,2647.6572750421396,0.06407859272350344,18,36,72,0.13624570860706575,200,266,26,24,143,22.96741296748518,102,True,4178
2,6,0,0,6,9,3,0.28186641374929333,3,2.4548134097182963,1,0.31777988542255575,10,3,0.9096268194365924,13,0,15.502534855935082,7.272298544450726,816.0938419776168,0.03909626819436592,30,0.13909626819436594,45.34233852578575,112.4425368996641,0.9548134097182962,2,4,8,0.16548134097182962,8,21,4,8,23,31.960846314464373,13,True,4179
1,1,2,0,0,0,1,0.1298479842237153,0,0.0,1,1.0,3,1,0.0,7,1,23.86196297120029,3.926083939524242,363.7808920698456,0.03338400525876157,23,0.2533840052587616,20.209306003588157,93.15048242812419,1.0,0,0,4,0.08669200262938079,9,13,8,7,11,5.5144316168222325,8,True,4180
17,23,4,1,5,27,12,0.20610015190434577,12,2.2404931718018593,7,0.610235204321125,45,5,0.3565933237062049,59,0,46.08694232883054,33.13858877407325,50484.69088935268,0.5051213960204973,248,0.03,2804.705144249149,1524.446358014421,0.44610015190434577,7,13,34,0.1543930198975133,101,147,47,31,84,11.015227564119321,60,True,4181
16,34,8,4,20,49,17,0.233630632991532,17,2.847897890028227,7,0.3987897890028227,66,12,0.6642042199435465,69,0,54.53364212730621,51.80525396462919,136841.53951548837,0.9038228708278169,418,0.021210210997177327,7602.311572515409,2703.663371025049,0.6905735869520147,15,26,50,0.15,189,228,56,30,119,25.254345926914045,74,True,4182
31,29,5,47,15,50,15,0.09148357632773156,25,1.1435447040966444,6,0.6626543122914899,153,1,0.0,136,0,1022.8186501929183,38.88636395750014,344922.18693243555,4.943431582399141,1706,0.04997593535661744,19162.34451059152,14836.381564693018,0.45109854203361066,12,25,139,0.06289495872531545,832,874,327,24,232,31.873417179360324,183,True,4183
19,31,9,0,21,51,16,0.2544766094473488,20,2.551744635175504,8,0.5627319742718446,68,12,0.0,62,1,72.3661100856236,17.59197467819268,22393.167276321397,0.4248255364824496,203,0.06,1244.0639862739356,1272.8940736072816,0.7789532188946976,15,25,54,0.15895321889469752,90,113,55,21,105,24.827404717923827,63,True,4184
10,7,3,1,6,10,4,0.16278290358716038,4,2.0,2,0.6076068525802476,16,2,0.0,23,0,30.40415915100798,15.569883295909117,6018.32405390966,0.1401299187224693,79,0.0672170964128396,334.35148371636245,413.45911405705584,0.5347862948395049,3,5,14,0.0956957258967901,34,44,20,16,44,27.611903643423183,25,True,4185
18,11,1,8,5,15,6,0.14557557870360222,5,2.380335905349343,2,0.3395083976337336,25,3,0.19650688443049397,38,0,33.15170403806221,41.50777697188138,56398.023754235175,0.45218626114537835,270,0.023169465877911192,3133.2198017832607,1364.4679861924842,0.42825344221524697,4,7,20,0.12240611282569103,118,152,21,14,71,24.79926978738722,46,True,4186
7,6,1,3,6,8,3,0.27869191921717423,3,3.3037878825761355,2,0.5526590905681479,11,2,0.43459596085871177,9,0,15.434671738512229,16.919143927536695,3480.6324164120583,0.07738383843434847,49,0.06738383843434848,193.37252523838242,222.12801277795705,0.6211792937753369,2,4,9,0.16476767686869695,19,29,8,13,23,49.709232343133294,13,True,4187
29,69,9,3,49,112,35,0.32331369639555624,43,2.5881485383549188,12,0.32894750704714226,130,24,0.6500589108133313,120,1,132.54542020367177,37.18875289359984,182490.77094641287,1.636724699514764,716,0.03,10138.378115176389,4917.840482948405,0.6591037245841251,34,56,97,0.2133136963955562,314,401,95,23,204,27.801938789048528,124,True,4188
10,9,3,5,6,16,5,0.17825004603196712,8,2.0,3,0.7411729246634934,19,1,0.0,21,1,50.34869133039824,15.003096355678625,11319.594433125938,0.25,136,0.07,628.8662548333565,754.7981879240326,0.28330756483455266,4,8,16,0.10213464017105922,62,74,31,15,44,32.2774728552436,26,True,4189
24,35,20,1,15,38,24,0.3185046579909693,18,2.098177561895033,24,0.9709812882878084,88,1,0.0,75,0,76.15597865659342,28.008879211228056,58327.55398639986,0.7006541921918723,326,0.03892523289954846,3240.4198632109587,2100.2486514224656,0.045373835502257695,10,19,66,0.20602802769412998,129,197,63,26,118,17.749860818509127,77,True,4190
4,3,3,2,5,4,2,0.24094080230067005,2,2.443380014379188,2,0.8536845952548681,9,1,0.4433800143791877,8,0,32.48595413944912,6.450540422719117,1279.6962502543522,0.06669859956862437,44,0.1566985995686244,71.09578229186852,202.50319021128706,0.7216900071895939,1,2,9,0.1276394018692944,18,26,14,9,22,42.45715527819378,10,True,4191
22,21,4,22,13,40,11,0.13214179157437508,20,2.0,8,0.7653619379153122,48,1,0.0,60,1,51.80243233693867,34.226481494484084,59366.71230022686,0.5832201463409371,323,0.03,3298.1505249709676,1747.3505846503247,0.09,10,20,39,0.09,113,210,28,15,122,37.534264403453356,82,True,4192
14,9,3,8,5,14,5,0.16262615106183978,6,2.0,4,0.7916685074796438,19,3,0.0,24,0,24.114438308401187,21.586467770268484,11227.066257651799,0.17,102,0.05,623.7237090142248,520.2567108904765,0.6161583807933535,4,7,15,0.09631307553091989,38,63,16,18,54,35.47333708140678,32,True,4193
10,3,5,3,10,4,2,0.1114188013614428,2,1.183394324612651,1,0.8047399364389126,13,1,0.0,14,0,38.57063650824488,10.459853620929637,3700.1767634655016,0.11958485811531629,75,0.10366788649225302,205.56676945296417,369.770239953264,0.6035629012547619,1,2,13,0.04775091486918977,27,47,17,12,40,52.9472877823317,18,True,4194
12,38,10,6,33,47,20,0.3105267546171033,11,4.0544519102870185,8,0.46949874934125563,61,15,0.7248428073873652,63,1,70.6777747810317,35.70514002637924,89287.35040617852,0.835683947229738,393,0.03,4960.408341266734,2508.7814086127055,0.7407901319256549,17,62,42,0.1710790131925655,181,212,61,23,117,37.74942910284072,69,True,4195
51,4,7,7,29,6,2,0.07899467746998451,3,2.0,2,0.9525133063250387,16,1,0.0,24,0,78.42468948589442,13.45622413212154,14124.241728237066,0.3471230040512442,181,0.07237433468374807,784.6809433093165,1051.2047218078073,0.42876995948755814,1,3,15,0.029497338734992253,85,95,42,13,114,59.13291254585823,32,True,4196
17,11,1,4,8,17,6,0.32851634669450513,6,2.5871018421827845,2,0.39759639328461605,20,5,0.7561818887728953,16,1,35.050800465901105,13.84498534018791,6708.6387065895415,0.16,92,0.07,372.6993588507773,484.71784976035684,0.79031642434469,5,8,15,0.13975272444908418,38,53,22,16,47,44.65450350764355,20,True,4197
10,23,3,0,5,45,12,0.31123953549449745,22,2.0,6,0.5014368229609114,52,1,0.0,39,1,53.47356482460801,19.950249198101695,20625.185219780447,0.3485352716910817,181,0.04895775197191653,1145.8462852935772,1045.8218654238563,0.0893802322527513,11,22,42,0.20853527169108177,86,94,37,17,57,13.619489903614413,40,True,4198
35,41,5,4,65,68,21,0.2284376053583069,28,3.0266452448116494,5,0.2692255663822406,83,9,0.41377747624557626,109,2,82.93839706468268,32.855478516414834,87369.41795153917,0.8923233008532782,413,0.03,4853.858305578134,2680.578187992259,0.4422421364162319,20,55,63,0.11229624604092939,183,229,67,23,215,40.85545483306831,114,True,4199
5,3,1,0,10,5,2,0.15926002411727586,2,2.0,1,0.5829034016656149,9,1,0.0,15,1,20.416659782944517,12.660930132645017,3273.6488745841734,0.09,58,0.08,181.87104858800964,258.52536998794136,0.41709659833438506,1,2,9,0.07463001205863792,23,35,10,11,33,41.41714880393541,16,True,4200
20,6,2,2,9,9,3,0.19304448519090944,4,2.3261121297727363,2,0.6738878702272637,13,2,0.4369902538954666,16,0,32.54375760282768,13.423598377840797,5222.456929414577,0.13261121297727363,78,0.07956672778636417,290.1357232436088,404.5034536566935,0.6039341890090985,2,4,11,0.07086654442727165,35,42,21,15,60,40.0201312421143,18,True,4201
9,7,3,1,5,12,4,0.1539575157931037,6,2.0,4,0.9787283526120676,16,1,0.0,25,0,24.697782911698365,21.60806336285343,11279.409923027639,0.17395751579310373,102,0.05098937894827593,626.6292144056293,525.5066503475525,0.2445584157844824,3,6,14,0.09197875789655185,39,62,16,17,43,20.04855986961216,27,True,4202
3,10,0,5,0,19,5,0.3774661254303482,9,0.7986978669032883,1,0.6325989812244874,20,1,0.0,12,0,101.15688016553683,7.336169277302573,5446.164646914569,0.24600651066548357,136,0.13399348933451644,302.56103557799463,742.1174925502751,0.6325989812244874,4,9,16,0.31155727474711803,64,71,35,8,22,34.611572062254,18,True,4203
4,7,4,0,4,9,4,0.39641096575001517,3,3.4871878323531194,2,0.6282030419117202,15,3,0.7435939161765598,10,0,29.35102660072061,7.666665581794094,1724.8059813562115,0.07256406083823441,47,0.13,95.82407873863184,224.95946310366125,0.8076954371324199,3,4,13,0.2561547223970776,19,28,14,11,20,20.25624335293761,10,True,4204
10,14,2,3,8,24,7,0.21937339405047973,11,2.0,3,0.45150385427884865,28,1,0.0,34,0,21.36478790040868,29.422154578034835,18448.5704199684,0.20506266059495204,122,0.03506266059495203,1024.9181589534492,627.4474789227106,0.1251879817848561,6,12,22,0.14937339405047972,45,77,15,19,58,25.75569084393033,37,True,4205
15,26,2,8,11,46,13,0.44827745129547925,21,2.0,3,0.21731791937247338,64,3,0.0,28,0,76.48976206518049,30.776323950367527,61136.44583178866,0.702913290040426,355,0.03268208062752663,3396.4697822414005,2106.3418414837206,0.2968555005466746,12,23,53,0.3065722497266627,140,214,41,17,64,27.79572896548378,36,True,4206
18,15,4,7,12,26,8,0.14567457729070188,12,2.0,3,0.48084830164388115,33,1,0.0,50,0,28.835260272844902,46.37618722097501,61821.04152751006,0.4442559329680264,246,0.02,3434.5057192307986,1334.4375235791158,0.16972204103491312,7,13,27,0.09141864432267546,86,160,20,22,91,28.15270884517013,58,True,4207
10,6,2,3,9,8,3,0.15122964263571714,3,2.254391580841847,2,0.8092063143686148,11,1,0.0,20,1,24.373259373062524,19.222713176882387,8990.532284842327,0.15254391580841847,99,0.05,499.47205674152644,467.931247446654,0.4058751150885166,2,4,10,0.08070265293469553,36,62,13,13,45,38.68772918228165,23,True,4208
4,3,2,1,6,5,2,0.16447412372820555,2,2.0,2,0.8805884792423042,10,1,0.0,12,0,17.88095994994619,13.61492069535768,3293.86968715494,0.08361853093205139,54,0.0736185309320514,182.9926544338667,242.47336823224512,0.43848497415512644,1,2,10,0.09,22,31,10,12,27,38.779507583669385,14,True,4209
23,21,1,16,25,39,11,0.16,19,2.0,2,0.22252440195058623,50,1,0.0,52,2,23.517746086605815,75.95637555409648,126213.43404795752,0.5702262625487624,319,0.015275066449934864,7011.859144338357,1704.9945549968722,0.09,10,19,41,0.09110026579973945,132,187,19,21,122,42.63330101924603,68,True,4210
8,7,3,2,7,13,4,0.1536518996401907,6,2.009129749100477,4,0.9826534767090942,16,1,0.01917247311100117,24,1,39.00565075202168,27.145309247446477,28229.992224493417,0.3473037992803814,180,0.04045648745502384,1568.3332286725736,1045.7984768377394,0.25958623655550056,3,6,14,0.10045648745502385,81,99,33,21,44,28.079352257757265,27,True,4211
12,8,4,13,12,15,4,0.1156009639021327,7,2.0,3,0.6210036146329976,25,1,0.0,29,0,32.01121299329372,28.390439288704446,24951.938284157277,0.2973978312202014,168,0.03859975902446682,1386.2199934839682,889.5435066926682,0.2070012048776659,3,7,22,0.07,60,107,20,18,69,47.04638770055527,42,True,4212
17,10,2,4,8,16,5,0.24508671229878248,6,2.484534413779825,3,0.6384071538956528,19,4,0.7231856922086942,19,0,37.869678525048,13.256229984546085,6646.453902309463,0.16276814307791307,96,0.07276814307791306,369.24487461249186,501.5812115168042,0.7785485537669554,4,8,15,0.11892742768834777,36,60,21,15,50,39.49676898209879,23,True,4213
12,3,1,0,10,4,2,0.14,2,2.0,2,1.0,9,1,0.0,14,2,49.77033651496073,17.34229110759182,14776.8099231524,0.28341607709187394,150,0.060569346181978984,820.9299957306888,855.1612443580891,0.4914598072703152,1,2,9,0.050284673090989496,70,79,34,16,38,41.812336545494745,14,True,4214
5,3,4,2,6,4,2,0.22301552113648815,2,2.3313470071030507,2,0.8906554876559932,10,1,0.33134700710305076,9,0,34.51599223129272,6.27352827122282,1294.8554364688862,0.07005958978690847,45,0.16005958978690848,71.93827050658506,210.20657979159424,0.6656735035515253,1,2,9,0.11307511092339662,19,26,15,9,23,44.96445398103373,11,True,4215
9,10,2,15,4,15,5,0.14179589418879174,6,2.5179589418879176,2,0.511738886731558,21,3,0.0,24,0,31.97488614437146,19.877394472489748,11817.570990273183,0.19892246348672496,120,0.04964082116224165,656.5318014993629,607.7158995399536,0.488261113268442,4,7,17,0.10661630476991257,51,69,18,14,57,42.27714402196415,40,True,4216
17,13,4,6,9,22,7,0.12039022872616072,10,2.0,3,0.4666633888344732,28,1,0.0,53,0,31.479924443164414,44.90472052313172,61867.59780835168,0.46353172552860716,263,0.02196097712738393,3437.0915557481135,1389.2090478170246,0.1692195425476786,6,11,23,0.08019511436308036,93,170,19,19,88,22.395519092008676,59,True,4217
8,2,3,1,7,2,1,0.1232936085290922,1,1.2215601421515365,1,1.0,12,1,0.0,13,0,38.88811994812703,7.998450732634596,1835.5513161318156,0.08335319573545391,54,0.13502979360318085,101.97346965145164,253.93378549777236,0.6946099644621159,0,1,12,0.06275460497530377,25,29,14,9,33,39.69561207218413,15,True,4218
7,9,2,0,3,17,5,0.2145571395686741,8,2.0,3,0.7501919381907829,21,1,0.0,25,0,26.771357593260735,20.755516830522588,11225.614131567107,0.18122732862063898,108,0.052806832155159744,623.6421007529427,545.5051008709777,0.2107043498277636,4,8,17,0.15175030741351433,44,64,16,16,39,13.487189709075482,26,True,4219
10,11,5,0,8,18,6,0.11518873833453255,8,2.064167699315912,3,0.6575804452936944,35,2,0.0,44,0,46.34865105147611,27.67616953781506,35113.04934895802,0.4224195547063056,223,0.04,1950.7242171313499,1273.134576898677,0.3776082930408382,5,9,31,0.07897896098137976,97,125,33,18,65,18.972032750411543,44,True,4220
1,4,2,0,1,6,2,0.19582863142229895,2,2.2417136857770106,2,0.7582863142229895,13,2,0.48342737155402093,14,2,33.730172682674,8.997792677882387,2681.2901511703253,0.10033145256891958,67,0.11033145256891957,148.96090618079538,299.89611731656584,0.7417136857770105,1,3,12,0.14483427371554022,26,41,13,9,19,17.120133843669457,15,True,4221
6,3,1,1,1,4,2,0.16972471004197898,2,2.0,1,0.5,6,1,0.0,11,1,22.464624871294756,10.39,2425.0944207646057,0.08,54,0.1,134.7274739378105,233.42762516273763,0.5,1,2,6,0.0998898840167916,17,37,9,11,21,15.356490237585003,12,True,4222
5,6,0,6,2,11,3,0.1695401580410465,5,2.0,1,0.255748024486919,12,1,0.0,16,0,18.43465392843241,13.413405806707187,3311.9938625234518,0.08022992097947676,57,0.07022992097947676,183.99747086922577,247.00420182693787,0.2519160081623063,2,5,10,0.12946351771455422,22,35,9,11,32,32.201793979654106,22,True,4223
6,9,1,13,6,14,5,0.22713967863472134,6,2.0,2,0.4767761020982447,16,1,0.0,8,0,25.787263947104265,12.962758302452684,4332.207554335272,0.11,69,0.08,240.6806788621464,334.2117657999432,0.24229270700361305,4,7,13,0.13247449527185137,25,44,13,14,37,68.44850169605904,21,True,4224
11,7,1,1,11,12,4,0.1296327863749918,6,2.0,1,0.27754102187561586,19,1,0.0,31,0,51.06690458024457,17.545901703126027,15713.236754024374,0.29926557274998355,176,0.05963278637499179,872.9570622909999,895.6989215317008,0.25,3,6,17,0.06963278637499179,69,107,22,11,56,28.027508360002628,32,True,4225
22,55,3,0,4,55,32,0.19783948491738618,24,2.3127158793390894,11,0.3775313318175042,102,10,0.292963090495683,162,1,155.890019621342,29.90784637168427,138506.70136980052,1.5459566519630101,630,0.03,7694.814625146302,4638.377219868869,0.31296309049568294,15,27,72,0.16675922737607926,271,358,134,29,191,3.1024146130060877,162,True,4226
18,13,3,64,18,23,7,0.04727467142726268,11,0.6777212986775032,2,0.7492431194893239,39,1,0.0,119,0,199.19570889166454,77.39614058688497,1132551.704513465,5.004889041605319,2266,0.01,62919.53880918608,15001.39292849776,0.7153570545554486,6,11,34,0.03049745844048764,949,1316,82,15,221,41.14290974008128,183,True,4227
